0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.28311	1	00:00:00.29	00:00:01.95	This lecture is about the World
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-04 14:31:44.537542	1	00:00:00.29	00:00:01.95	This lecture is about the Word
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.28311	2	00:00:01.95	00:00:04.52	Association mining an analysis.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-04 14:31:40.390557	2	00:00:01.95	00:00:04.52	Association mining and analysis.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.28311	3	00:00:14.97	00:00:17.1	In this lecture we're going to talk
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.28311	4	00:00:17.1	00:00:20.69	about how to mine associations of words
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283111	5	00:00:20.69	00:00:21.53	from text.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283111	6	00:00:22.88	00:00:26.32	This is an example of knowledge about
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283111	7	00:00:26.32	00:00:28.86	the natural language that we can mine
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:55:17.595328	7	00:00:26.32	00:00:28.86	natural language that we can mine
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283112	8	00:00:28.86	00:00:30	from text data.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283112	9	00:00:33.21	00:00:34.62	Here's the outline.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283113	10	00:00:34.62	00:00:36.46	Working the first talk about what is
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:55:35.013193	10	00:00:34.62	00:00:36.46	We are gooing to first talk about what is
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283113	11	00:00:36.46	00:00:39.08	water Association and then.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:55:39.870965	11	00:00:36.46	00:00:39.08	word Association and then.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:55:48.322906	11	00:00:36.46	00:00:39.08	word Association and then
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283113	12	00:00:40.34	00:00:42.55	Explain why discovering such
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:55:51.617175	12	00:00:40.34	00:00:42.55	explain why discovering such
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283114	13	00:00:42.55	00:00:45.08	relationships useful and finding a
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:56:04.451442	13	00:00:42.55	00:00:45.08	relations is useful and finding a
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:56:26.720393	13	00:00:42.55	00:00:45.08	relations is useful and finally we are
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283114	14	00:00:45.08	00:00:46.6	working to talk about some general
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:56:32.548478	14	00:00:45.08	00:00:46.6	going to talk about some general
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283114	15	00:00:46.6	00:00:48.66	ideas about how to mine water
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:56:40.89084	15	00:00:46.6	00:00:48.66	ideas about how to mine word
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283114	16	00:00:48.66	00:00:50.63	associations in general.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:56:54.481516	16	00:00:48.66	00:00:50.63	associations. In general
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283115	17	00:00:50.63	00:00:53.26	There are two water relations, and
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:57:02.279995	17	00:00:50.63	00:00:53.26	there are two word relations, and
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283115	18	00:00:53.26	00:00:55.44	these are quite basic.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283115	19	00:00:56.47	00:00:58.44	One is called a parody grammatical
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:57:25.044688	19	00:00:56.47	00:00:58.44	One is called a paradigmatic
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283115	20	00:00:58.44	00:01:01.97	relation, the other is syntagmatic
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283116	21	00:01:01.97	00:01:03.19	relations.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283116	22	00:01:03.19	00:01:08.63	A&B have paradigmatic relations if they
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:57:39.052736	22	00:01:03.19	00:01:08.63	A&B have paradigmatic relation if they
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283116	23	00:01:08.63	00:01:10.69	can be substituted for each other.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283117	24	00:01:11.37	00:01:12.45	That means.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:57:50.401165	24	00:01:11.37	00:01:12.45	That means
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:57:57.222642	24	00:01:11.37	00:01:12.45	That means,
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283117	25	00:01:13.11	00:01:16.29	The two words that have paradigmatic
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:57:59.252428	25	00:01:13.11	00:01:16.29	the two words that have paradigmatic
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283117	26	00:01:16.29	00:01:20.135	relation would be in the same semantic
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283118	27	00:01:20.135	00:01:23.51	class or syntactic class, and we can in
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283118	28	00:01:23.51	00:01:26.24	general replace one by the other
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283118	29	00:01:26.24	00:01:29.18	without affecting the understanding of
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283119	30	00:01:29.18	00:01:29.88	the sentence.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283119	31	00:01:29.88	00:01:32.39	That means we would still have a valid
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283119	32	00:01:32.39	00:01:35.75	sentence, for example, cat and dog.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:58:27.092471	32	00:01:32.39	00:01:35.75	sentence. For example, cat and dog.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.28312	33	00:01:37.06	00:01:39.45	At these two words have
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:58:37.498138	33	00:01:37.06	00:01:39.45	And these two words have
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.28312	34	00:01:39.45	00:01:42.16	paradigmatically relation becausw.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:58:50.284183	34	00:01:39.45	00:01:42.16	paradigmatic relation because
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.28312	35	00:01:42.9	00:01:44.98	They are in the same class.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:58:54.175007	35	00:01:42.9	00:01:44.98	they are in the same class.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:59:04.161686	35	00:01:42.9	00:01:44.98	they are in the same class
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283121	36	00:01:45.61	00:01:46.49	Of animal.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:59:07.72443	36	00:01:45.61	00:01:46.49	of animal.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283121	37	00:01:47.57	00:01:50.33	An in general, if it replace cat with
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:59:13.820785	37	00:01:47.57	00:01:50.33	And in general, if it replace cat with
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:59:20.772528	37	00:01:47.57	00:01:50.33	And in general, if we replace cat with
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283122	38	00:01:50.33	00:01:53.47	dog in a sentence, the sentence would
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283122	39	00:01:53.47	00:01:56.14	still be a valid sentence that you can
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283122	40	00:01:56.14	00:01:57	make sense of.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283123	41	00:01:58.2	00:02:00.77	Similarly, Monday and Tuesday have bear
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:59:37.392765	41	00:01:58.2	00:02:00.77	Similarly, Monday and Tuesday have
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283123	42	00:02:00.77	00:02:02.13	diplomatic relation.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 08:59:49.47817	42	00:02:00.77	00:02:02.13	paradigmatic relation.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283123	43	00:02:04.83	00:02:08.08	The second kind of religion is called
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 09:00:00.630874	43	00:02:04.83	00:02:08.08	The second kind of relation is called
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283124	44	00:02:08.08	00:02:09.68	syntagmatic relation.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283124	45	00:02:10.48	00:02:13.768888	In this case, the two words that have
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283125	46	00:02:13.768888	00:02:16.70111	this relation can be combined with each
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283125	47	00:02:16.70111	00:02:17.119999	other.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283125	48	00:02:17.12	00:02:19.93	So A&B have syntagmatic relation.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 09:00:18.209417	48	00:02:17.12	00:02:19.93	So A&B have syntagmatic relation
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283126	49	00:02:19.93	00:02:21.753333	If they can be combined with each other
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283126	50	00:02:21.753333	00:02:22.82	in a sentence.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283126	51	00:02:25.34	00:02:28.41	That means these two words are
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283127	52	00:02:28.41	00:02:29.71	semantically related.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283127	53	00:02:30.63	00:02:34.01	So for example, Cat and sit a related
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 09:00:37.161147	53	00:02:30.63	00:02:34.01	So for example, Cat and sit are related
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283127	54	00:02:34.01	00:02:36.96	becausw a cat can sit somewhere.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-12-14 09:00:41.026557	54	00:02:34.01	00:02:36.96	because a cat can sit somewhere.
0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-02 23:02:18.283128	55	00:02:37.97	00:02:41.4	Similarly, car and drive are related.
